93	186	2988
41	82	5363
66	131	3988
69	138	3575
36	73	5343
77	152	3774
63	126	4142
92	183	26344
71	140	25664
86	171	14200
81	160	27545
30	61	24265
63	126	31485
66	131	16677
77	154	31855
83	166	13012
42	85	9121
70	139	5767
95	190	3954
77	154	334
95	188	69969
75	150	37993
99	198	33643
88	175	5595
71	140	10173
49	98	2799
72	143	5422
89	178	42101
89	178	2103
73	144	30012
68	135	26272
93	184	22637
81	162	4573
58	117	2656
89	176	6923
68	135	3468
73	146	5903
68	135	4691
56	111	15678
79	156	3014
68	135	3472
88	175	4714
71	142	4904
81	162	3982
79	156	13110
84	167	28236
69	138	20603
73	146	18286
71	140	54156
85	170	5088
77	152	3851
79	158	20624
74	147	2788
73	146	4212
67	133	5730
70	139	685
79	158	19850
89	178	3760
62	125	2965
62	123	3193
67	134	5739
57	114	85712
52	103	15764
75	150	39749
61	122	11759
76	151	3080
76	151	2552
81	160	3568
85	168	7483
44	87	9561
69	138	44519
2	3	2230
3	6	2290
67	134	3127
69	138	3466
64	129	3530
62	123	2204
71	142	3367
65	130	2590
81	160	2821
83	166	3358
85	168	2342
69	138	2426
85	168	2853
57	114	3060
67	133	3553
59	118	2811
77	152	3090
72	143	2606
77	154	2423
68	135	1770
93	184	3830
60	121	2902
73	146	3688
54	109	3730
69	136	3453
83	166	4340
65	130	2450
95	188	3601
76	151	2659
71	140	3651
65	130	3505
85	170	3712
73	146	2529
75	150	3512
96	191	3597
71	140	1785
64	127	3054
29	58	2663
42	83	2926
47	94	2734
83	164	3431
88	175	3259
0	0	1962
82	163	2779
98	195	1451
77	152	2783
70	139	1163
79	158	2241
79	156	3118
88	175	3237
81	160	3377
69	138	2576
58	115	2838
74	147	2144
76	151	3483
82	163	2803
95	190	3404
83	166	2833
79	156	3070
85	168	3316
89	178	2234
100	199	2957
93	184	3414
85	170	2297
73	146	2920
71	140	2728
77	152	2931
80	159	2310
60	121	2569
75	150	1683
77	154	3806
79	156	2612
75	148	3478
71	140	3700
67	133	2888
75	150	2084
85	168	2431
30	61	1806
77	152	2888
71	140	3122
81	160	2030
79	156	3027
81	160	3346
64	127	3735
61	122	4243
64	129	3110
60	119	2633
73	144	2592
85	168	1576
79	158	3736
63	126	3130
75	148	4028
83	166	3661
72	143	1998
32	63	1705
77	154	3604
77	152	2315
83	164	2904
54	109	2725
0	1	2240
79	156	3820
73	146	3626
72	143	3355
65	130	3759
71	140	2864
46	93	2170
81	160	3459
71	142	3735
48	95	2688
78	155	2421
12	25	1613
51	102	3822
73	144	2239
67	133	3048
79	158	2435
86	171	2617
0	1	873
76	151	2989
79	158	2967
75	148	2800
42	85	1718
77	152	3146
76	151	2622
52	105	2362
45	90	2309
10	19	2208
73	144	1991
69	138	948
49	98	2090
76	151	2892
91	182	3033
69	136	3025
69	138	2719
70	139	3023
77	152	3576
52	105	2956
91	182	2815
83	166	2075
67	134	2431
60	119	3726
2	5	2562
68	135	3328
85	170	3408
80	159	3013
6	13	2460
55	110	2469
2	5	1435
37	74	2247
72	143	1868
93	186	3531
2	5	2231
82	163	3932
46	91	1854
59	118	1559
64	127	2838
73	146	3558
67	134	3556
71	140	2792
61	122	2861
68	135	1986
35	70	1762
68	135	1372
74	147	2807
78	155	4156
40	81	2797
56	111	2729
65	130	2725
32	65	2528
0	1	2591
61	122	2619
70	139	2860
26	51	3066
0	1	1989
87	174	1823
14	27	3250
79	158	3118
75	150	1209
62	123	2600
56	113	2222
77	154	2888
90	179	1923
0	1	1993
22	45	2400
0	1	1879
66	131	2905
2	3	2264
52	103	2881
83	166	1358
58	117	2248
67	133	1924
62	125	3351
42	83	2622
62	123	1134
75	150	3297
51	102	3017
55	110	2504
68	135	2588
64	127	3386
58	115	3316
24	47	2758
59	118	3075
60	121	2924
66	131	2357
3	6	2604
74	147	3348
5	10	1418
67	134	2827
58	115	2689
21	42	2544
48	97	2400
33	66	2031
65	130	2182
71	142	3537
37	74	1457
68	135	1300
71	142	1828
59	118	2707
66	131	2991
66	131	3007
69	138	3344
38	77	1867
54	107	2311
84	167	4097
58	117	3325
67	133	1848
0	1	1751
85	168	2466
76	151	2964
81	162	3112
16	31	1603
74	147	2193
77	152	2592
57	114	1489
48	95	1914
76	151	3155
77	154	3312
0	1	1989
34	67	2524
73	144	3650
62	125	2709
52	103	2271
71	142	2176
75	148	2265
75	148	3111
49	98	2353
86	171	2382
75	150	3294
70	139	2800
63	126	2503
67	134	2447
68	135	1754
80	159	1372
68	135	1790
62	123	1928
69	136	1768
76	151	1406
64	127	2271
58	115	1865
63	126	2734
75	148	3365
67	134	2213
65	130	2453
79	158	3140
64	129	1827
72	143	2388
66	131	2761
72	143	3350
62	123	2088
68	135	2949
70	139	3215
63	126	1967
71	140	2084
66	131	3232
66	131	2911
66	131	2982
63	126	2860
8	15	2207
70	139	3257
52	103	2192
46	93	1974
66	131	2746
74	147	2254
34	69	1958
58	115	1645
55	110	2443
62	125	2697
64	129	2517
64	129	2449
81	162	2029
58	115	2415
79	158	3335
81	160	3172
72	143	2860
64	129	2782
54	109	2402
23	46	2177
67	133	3682
71	142	2183
73	144	3637
0	1	1880
67	133	3417
67	133	3760
56	113	2237
71	140	2729
54	107	1916
64	129	2623
67	134	1930
50	99	2748
22	43	2737
38	75	2675
75	148	3118
68	135	2821
83	166	3123
71	140	1815
65	130	2421
75	148	1806
71	140	1107
76	151	1591
80	159	3076
73	144	3142
61	122	1531
74	147	2315
57	114	2591
75	148	1788
50	99	2769
61	122	2650
64	129	1263
78	155	2592
76	151	2335
68	135	1497
41	82	2188
40	81	1376
74	147	2730
34	69	2571
77	154	2189
69	136	2693
67	133	2835
74	147	2035
84	167	2895
90	179	1282
27	54	2536
62	123	2891
79	158	1955
52	105	2567
71	140	1927
64	127	2576
62	125	2455
89	178	2185
76	151	2482
72	143	1077
75	148	1154
83	164	2629
68	135	2096
75	148	2414
67	134	2452
24	49	2395
83	166	2219
79	156	1427
109	216	1082
0	0	1052
77	152	2974
77	154	1739
76	151	2637
49	98	2704
89	178	1612
74	147	1939
66	131	2574
54	109	1526
72	143	2085
66	131	2024
77	154	2904
71	140	2677
73	146	2926
69	138	3448
72	143	2383
77	154	2282
76	151	1937
69	136	2771
70	139	1740
79	158	1549
78	155	2502
65	130	2302
66	131	940
45	90	1861
48	95	2096
55	110	1821
0	0	435
64	127	1065

