31	62	4317
77	154	4027
85	170	3161
81	160	6956
82	163	8398
83	166	4961
64	127	3490
44	89	26851
74	147	19234
81	162	14803
81	160	3009
72	143	15606
85	168	9649
73	144	27927
79	158	457
91	182	4340
77	154	3693
48	97	3122
73	144	28659
82	163	1304
121	240	5523
76	151	4032
79	158	16132
91	180	663
63	126	947
79	156	1874
81	162	483
95	188	3163
62	123	8455
59	118	3082
72	143	2047
56	113	11503
104	207	17314
40	79	4213
74	147	6971
53	106	2917
72	143	4343
62	125	3253
73	146	9679
95	190	5834
127	254	59571
80	159	2350
97	194	4673
77	152	23519
74	147	1470
63	126	9682
71	142	5811
69	138	9414
74	147	3132
86	171	2529
66	131	2667
72	143	3422
80	159	2813
75	150	3815
84	167	2598
54	109	3867
71	140	3679
77	152	3713
64	127	3028
75	150	5173
43	86	2709
73	144	5061
72	143	3533
64	127	2146
83	166	2383
78	155	2973
68	135	4295
69	136	3328
74	147	3300
69	136	1133
79	156	1673
91	182	3786
91	180	4277
127	252	3327
75	148	3934
76	151	3736
69	138	2700
75	150	2623
75	150	1897
78	155	2847
75	148	3040
70	139	2444
69	138	5441
33	66	2050
85	168	4425
62	125	3545
83	166	4713
64	127	2462
71	140	3588
83	166	2521
77	152	2343
69	136	2365
73	146	3223
77	152	3746
80	159	4156
73	144	5139
72	143	4235
60	121	2384
75	150	4343
79	158	2699
63	126	3690
81	162	1561
67	134	3562
80	159	2825
81	160	4607
66	131	4288
73	144	2757
70	139	3063
64	129	2867
86	171	1895
71	140	2463
78	155	5456
81	160	3581
66	131	3203
67	134	2967
78	155	2430
77	154	4019
69	138	2841
81	160	3170
71	140	4468
63	126	3913
71	140	2502
78	155	2167
94	187	3822
95	188	4307
73	144	3802
76	151	1207
75	150	3557
83	164	1073
73	144	3170
47	94	4234
62	123	3213
79	156	2509
70	139	3207
75	148	2365
84	167	4292
87	174	3536
87	174	3762
67	133	1432
77	152	3219
75	150	2977
82	163	2291
64	129	2217
75	148	2715
79	158	4824
61	122	3272
59	118	4142
81	162	4729
70	139	3881
77	152	3631
61	122	3497
75	148	3608
73	146	3569
61	122	3614
62	125	2989
73	146	2941
56	111	591
82	163	2803
93	184	4440
79	158	2184
75	148	3554
95	190	2833
85	170	4806
78	155	2570
73	146	3204
87	172	4112
75	148	3027
73	144	3289
81	162	2907
79	158	2661
56	111	489
81	160	2265
79	156	5123
63	126	4389
64	127	2725
82	163	5184
67	133	2678
74	147	3319
115	230	4601
69	136	1734
56	111	3563
76	151	3612
85	168	2672
85	170	2256
81	160	2140
70	139	2839
78	155	2149
69	136	3528
67	134	4257
77	152	4546
69	138	2642
67	134	3584
79	156	2316
77	152	1907
76	151	3965
71	140	3713
85	170	4201
73	146	1385
75	150	1731
79	158	3776
37	74	3122
72	143	4447
75	150	2936
83	166	4623
62	125	1631
75	150	1409
67	134	3130
